parallel,iterations,duration_ns,debug
1,40560,1000000000,false
2,5317,1000000000,false
2,28364,1000000000,false
4,10996,1000000000,false
4,7109,1000000000,false
4,7403,1000000000,false
4,6428,1000000000,false
8,5349,1000000000,false
8,4740,1000000000,false
8,3773,1000000000,false
8,5094,1000000000,false
8,3976,1000000000,false
8,5152,1000000000,false
8,1917,1000000000,false
8,3801,1000000000,false
16,2228,1000000000,false
16,1573,1000000000,false
16,2320,1000000000,false
16,2400,1000000000,false
16,2275,1000000000,false
16,2604,1000000000,false
16,2160,1000000000,false
16,2062,1000000000,false
16,2626,1000000000,false
16,1713,1000000000,false
16,2676,1000000000,false
16,2384,1000000000,false
16,2442,1000000000,false
16,1510,1000000000,false
16,1677,1000000000,false
16,1690,1000000000,false
32,1600,1000000000,false
32,986,1000000000,false
32,1287,1000000000,false
32,1218,1000000000,false
32,1270,1000000000,false
32,1314,1000000000,false
32,790,1000000000,false
32,810,1000000000,false
32,1226,1000000000,false
32,765,1000000000,false
32,1101,1000000000,false
32,959,1000000000,false
32,1195,1000000000,false
32,971,1000000000,false
32,961,1000000000,false
32,866,1000000000,false
32,978,1000000000,false
32,1464,1000000000,false
32,945,1000000000,false
32,910,1000000000,false
32,963,1000000000,false
32,1410,1000000000,false
32,890,1000000000,false
32,1065,1000000000,false
32,1318,1000000000,false
32,1111,1000000000,false
32,1278,1000000000,false
32,923,1000000000,false
32,866,1000000000,false
32,472,1000000000,false
32,807,1000000000,false
32,1123,1000000000,false
64,490,1000000000,false
64,391,1000000000,false
64,454,1000000000,false
64,497,1000000000,false
64,297,1000000000,false
64,484,1000000000,false
64,465,1000000000,false
64,528,1000000000,false
64,493,1000000000,false
64,633,1000000000,false
64,508,1000000000,false
64,429,1000000000,false
64,469,1000000000,false
64,561,1000000000,false
64,659,1000000000,false
64,537,1000000000,false
64,411,1000000000,false
64,374,1000000000,false
64,560,1000000000,false
64,604,1000000000,false
64,585,1000000000,false
64,460,1000000000,false
64,734,1000000000,false
64,534,1000000000,false
64,402,1000000000,false
64,331,1000000000,false
64,462,1000000000,false
64,381,1000000000,false
64,547,1000000000,false
64,374,1000000000,false
64,443,1000000000,false
64,508,1000000000,false
64,743,1000000000,false
64,496,1000000000,false
64,618,1000000000,false
64,400,1000000000,false
64,467,1000000000,false
64,518,1000000000,false
64,446,1000000000,false
64,563,1000000000,false
64,394,1000000000,false
64,610,1000000000,false
64,403,1000000000,false
64,413,1000000000,false
64,738,1000000000,false
64,613,1000000000,false
64,368,1000000000,false
64,579,1000000000,false
64,488,1000000000,false
64,486,1000000000,false
64,363,1000000000,false
64,480,1000000000,false
64,401,1000000000,false
64,387,1000000000,false
64,540,1000000000,false
64,532,1000000000,false
64,413,1000000000,false
64,439,1000000000,false
64,457,1000000000,false
64,423,1000000000,false
64,570,1000000000,false
64,580,1000000000,false
64,323,1000000000,false
64,463,1000000000,false
128,171,1000000000,false
128,334,1000000000,false
128,247,1000000000,false
128,293,1000000000,false
128,299,1000000000,false
128,185,1000000000,false
128,163,1000000000,false
128,171,1000000000,false
128,207,1000000000,false
128,276,1000000000,false
128,212,1000000000,false
128,208,1000000000,false
128,171,1000000000,false
128,226,1000000000,false
128,178,1000000000,false
128,174,1000000000,false
128,152,1000000000,false
128,201,1000000000,false
128,128,1000000000,false
128,281,1000000000,false
128,184,1000000000,false
128,220,1000000000,false
128,251,1000000000,false
128,198,1000000000,false
128,188,1000000000,false
128,232,1000000000,false
128,238,1000000000,false
128,148,1000000000,false
128,217,1000000000,false
128,191,1000000000,false
128,335,1000000000,false
128,182,1000000000,false
128,214,1000000000,false
128,232,1000000000,false
128,268,1000000000,false
128,232,1000000000,false
128,253,1000000000,false
128,224,1000000000,false
128,183,1000000000,false
128,170,1000000000,false
128,240,1000000000,false
128,217,1000000000,false
128,194,1000000000,false
128,232,1000000000,false
128,214,1000000000,false
128,261,1000000000,false
128,277,1000000000,false
128,211,1000000000,false
128,201,1000000000,false
128,165,1000000000,false
128,180,1000000000,false
128,155,1000000000,false
128,180,1000000000,false
128,218,1000000000,false
128,235,1000000000,false
128,152,1000000000,false
128,264,1000000000,false
128,183,1000000000,false
128,213,1000000000,false
128,283,1000000000,false
128,206,1000000000,false
128,210,1000000000,false
128,247,1000000000,false
128,138,1000000000,false
128,295,1000000000,false
128,323,1000000000,false
128,132,1000000000,false
128,214,1000000000,false
128,183,1000000000,false
128,165,1000000000,false
128,238,1000000000,false
128,248,1000000000,false
128,154,1000000000,false
128,231,1000000000,false
128,158,1000000000,false
128,237,1000000000,false
128,215,1000000000,false
128,185,1000000000,false
128,212,1000000000,false
128,251,1000000000,false
128,241,1000000000,false
128,257,1000000000,false
128,169,1000000000,false
128,271,1000000000,false
128,208,1000000000,false
128,164,1000000000,false
128,182,1000000000,false
128,274,1000000000,false
128,297,1000000000,false
128,173,1000000000,false
128,168,1000000000,false
128,268,1000000000,false
128,248,1000000000,false
128,222,1000000000,false
128,249,1000000000,false
128,212,1000000000,false
128,165,1000000000,false
128,190,1000000000,false
128,192,1000000000,false
128,274,1000000000,false
128,277,1000000000,false
128,178,1000000000,false
128,154,1000000000,false
128,198,1000000000,false
128,184,1000000000,false
128,284,1000000000,false
128,231,1000000000,false
128,218,1000000000,false
128,257,1000000000,false
128,210,1000000000,false
128,265,1000000000,false
128,312,1000000000,false
128,224,1000000000,false
128,236,1000000000,false
128,272,1000000000,false
128,232,1000000000,false
128,132,1000000000,false
128,233,1000000000,false
128,221,1000000000,false
128,256,1000000000,false
128,213,1000000000,false
128,202,1000000000,false
128,192,1000000000,false
128,214,1000000000,false
128,183,1000000000,false
128,217,1000000000,false
128,171,1000000000,false
128,234,1000000000,false
256,80,1000000000,false
256,93,1000000000,false
256,113,1000000000,false
256,80,1000000000,false
256,113,1000000000,false
256,100,1000000000,false
256,134,1000000000,false
256,92,1000000000,false
