parallel,iterations,duration_ns,debug
1,62206,10000000000,false
128,1583,10000000000,false
128,319,10000000000,false
128,288,10000000000,false
128,107,10000000000,false
128,234,10000000000,false
128,186,10000000000,false
128,274,10000000000,false
128,345,10000000000,false
128,276,10000000000,false
128,219,10000000000,false
128,282,10000000000,false
128,305,10000000000,false
128,197,10000000000,false
128,309,10000000000,false
128,337,10000000000,false
128,308,10000000000,false
128,320,10000000000,false
128,272,10000000000,false
128,207,10000000000,false
128,227,10000000000,false
128,252,10000000000,false
128,413,10000000000,false
128,309,10000000000,false
128,179,10000000000,false
128,322,10000000000,false
128,297,10000000000,false
128,358,10000000000,false
128,327,10000000000,false
128,196,10000000000,false
128,255,10000000000,false
128,222,10000000000,false
128,368,10000000000,false
128,220,10000000000,false
128,391,10000000000,false
128,284,10000000000,false
128,1657,10000000000,false
128,253,10000000000,false
128,274,10000000000,false
128,2391,10000000000,false
128,1862,10000000000,false
128,239,10000000000,false
128,270,10000000000,false
128,282,10000000000,false
128,429,10000000000,false
128,330,10000000000,false
128,250,10000000000,false
128,180,10000000000,false
128,262,10000000000,false
128,195,10000000000,false
128,133,10000000000,false
128,441,10000000000,false
128,363,10000000000,false
128,148,10000000000,false
128,201,10000000000,false
128,201,10000000000,false
128,168,10000000000,false
128,1080,10000000000,false
128,335,10000000000,false
128,177,10000000000,false
128,299,10000000000,false
128,279,10000000000,false
128,331,10000000000,false
128,186,10000000000,false
128,314,10000000000,false
128,301,10000000000,false
128,1082,10000000000,false
128,1034,10000000000,false
128,300,10000000000,false
128,327,10000000000,false
128,259,10000000000,false
128,2089,10000000000,false
128,267,10000000000,false
128,208,10000000000,false
128,289,10000000000,false
128,247,10000000000,false
128,205,10000000000,false
128,223,10000000000,false
128,322,10000000000,false
128,132,10000000000,false
128,253,10000000000,false
128,307,10000000000,false
128,211,10000000000,false
128,272,10000000000,false
128,283,10000000000,false
128,257,10000000000,false
128,313,10000000000,false
128,1576,10000000000,false
128,138,10000000000,false
128,279,10000000000,false
128,252,10000000000,false
128,144,10000000000,false
128,234,10000000000,false
128,235,10000000000,false
128,298,10000000000,false
128,242,10000000000,false
128,451,10000000000,false
128,420,10000000000,false
128,265,10000000000,false
128,211,10000000000,false
128,196,10000000000,false
128,1113,10000000000,false
128,150,10000000000,false
128,178,10000000000,false
128,206,10000000000,false
128,185,10000000000,false
128,247,10000000000,false
128,277,10000000000,false
128,110,10000000000,false
128,378,10000000000,false
128,154,10000000000,false
128,1026,10000000000,false
128,289,10000000000,false
128,289,10000000000,false
128,231,10000000000,false
128,248,10000000000,false
128,237,10000000000,false
128,242,10000000000,false
128,4573,10000000000,false
128,353,10000000000,false
128,275,10000000000,false
128,139,10000000000,false
128,430,10000000000,false
128,304,10000000000,false
128,206,10000000000,false
128,509,10000000000,false
128,234,10000000000,false
128,354,10000000000,false
128,261,10000000000,false
