parallel,iterations,duration_ns,debug
1,37914,10000000000,false
128,7179,10000000000,false
128,7136,10000000000,false
128,7399,10000000000,false
128,7146,10000000000,false
128,7151,10000000000,false
128,7358,10000000000,false
128,7145,10000000000,false
128,7187,10000000000,false
128,7162,10000000000,false
128,7408,10000000000,false
128,7115,10000000000,false
128,7158,10000000000,false
128,7138,10000000000,false
128,7154,10000000000,false
128,7392,10000000000,false
128,7163,10000000000,false
128,7389,10000000000,false
128,7389,10000000000,false
128,7411,10000000000,false
128,7134,10000000000,false
128,7376,10000000000,false
128,7122,10000000000,false
128,7186,10000000000,false
128,7395,10000000000,false
128,7153,10000000000,false
128,7176,10000000000,false
128,7131,10000000000,false
128,7133,10000000000,false
128,7393,10000000000,false
128,7122,10000000000,false
128,7150,10000000000,false
128,7152,10000000000,false
128,7123,10000000000,false
128,7426,10000000000,false
128,7133,10000000000,false
128,7436,10000000000,false
128,7393,10000000000,false
128,7411,10000000000,false
128,7422,10000000000,false
128,7138,10000000000,false
128,7151,10000000000,false
128,7399,10000000000,false
128,7369,10000000000,false
128,7428,10000000000,false
128,7191,10000000000,false
128,7152,10000000000,false
128,7393,10000000000,false
128,7159,10000000000,false
128,7395,10000000000,false
128,7392,10000000000,false
128,7111,10000000000,false
128,7134,10000000000,false
128,7135,10000000000,false
128,7122,10000000000,false
128,7135,10000000000,false
128,7123,10000000000,false
128,7168,10000000000,false
128,7449,10000000000,false
128,7376,10000000000,false
128,7175,10000000000,false
128,7389,10000000000,false
128,7423,10000000000,false
128,7400,10000000000,false
128,7112,10000000000,false
128,7409,10000000000,false
128,7140,10000000000,false
128,7171,10000000000,false
128,7167,10000000000,false
128,7396,10000000000,false
128,7416,10000000000,false
128,7393,10000000000,false
128,7396,10000000000,false
128,7080,10000000000,false
128,7403,10000000000,false
128,7107,10000000000,false
128,7153,10000000000,false
128,7420,10000000000,false
128,7112,10000000000,false
128,7395,10000000000,false
128,7401,10000000000,false
128,7389,10000000000,false
128,7183,10000000000,false
128,7170,10000000000,false
128,7146,10000000000,false
128,7164,10000000000,false
128,7124,10000000000,false
128,7175,10000000000,false
128,7143,10000000000,false
128,7160,10000000000,false
128,7152,10000000000,false
128,7418,10000000000,false
128,7185,10000000000,false
128,7404,10000000000,false
128,7200,10000000000,false
128,7190,10000000000,false
128,7152,10000000000,false
128,7395,10000000000,false
128,7123,10000000000,false
128,7153,10000000000,false
128,7451,10000000000,false
128,7221,10000000000,false
128,7192,10000000000,false
128,7189,10000000000,false
128,7214,10000000000,false
128,7465,10000000000,false
128,7194,10000000000,false
128,7424,10000000000,false
128,7173,10000000000,false
128,7428,10000000000,false
128,7430,10000000000,false
128,7194,10000000000,false
128,7469,10000000000,false
128,7200,10000000000,false
128,7190,10000000000,false
128,7417,10000000000,false
128,7197,10000000000,false
128,7419,10000000000,false
128,7200,10000000000,false
128,7190,10000000000,false
128,7423,10000000000,false
128,7433,10000000000,false
128,7205,10000000000,false
128,7207,10000000000,false
128,7184,10000000000,false
128,7233,10000000000,false
128,7201,10000000000,false
128,7203,10000000000,false
128,7243,10000000000,false
