parallel,iterations,duration_ns,debug
1,22875,10000000000,false
128,950,10000000000,false
128,831,10000000000,false
128,979,10000000000,false
128,920,10000000000,false
128,975,10000000000,false
128,871,10000000000,false
128,1101,10000000000,false
128,1004,10000000000,false
128,1153,10000000000,false
128,872,10000000000,false
128,1117,10000000000,false
128,1032,10000000000,false
128,1045,10000000000,false
128,981,10000000000,false
128,976,10000000000,false
128,992,10000000000,false
128,907,10000000000,false
128,909,10000000000,false
128,1023,10000000000,false
128,1059,10000000000,false
128,967,10000000000,false
128,1021,10000000000,false
128,1012,10000000000,false
128,927,10000000000,false
128,902,10000000000,false
128,1031,10000000000,false
128,980,10000000000,false
128,898,10000000000,false
128,1058,10000000000,false
128,979,10000000000,false
128,873,10000000000,false
128,918,10000000000,false
128,959,10000000000,false
128,822,10000000000,false
128,879,10000000000,false
128,848,10000000000,false
128,873,10000000000,false
128,1065,10000000000,false
128,936,10000000000,false
128,844,10000000000,false
128,877,10000000000,false
128,1167,10000000000,false
128,814,10000000000,false
128,1013,10000000000,false
128,861,10000000000,false
128,1004,10000000000,false
128,954,10000000000,false
128,1005,10000000000,false
128,839,10000000000,false
128,850,10000000000,false
128,835,10000000000,false
128,904,10000000000,false
128,813,10000000000,false
128,1044,10000000000,false
128,972,10000000000,false
128,851,10000000000,false
128,1118,10000000000,false
128,942,10000000000,false
128,849,10000000000,false
128,971,10000000000,false
128,947,10000000000,false
128,849,10000000000,false
128,824,10000000000,false
128,796,10000000000,false
128,819,10000000000,false
128,897,10000000000,false
128,860,10000000000,false
128,840,10000000000,false
128,860,10000000000,false
128,839,10000000000,false
128,933,10000000000,false
128,896,10000000000,false
128,828,10000000000,false
128,938,10000000000,false
128,956,10000000000,false
128,854,10000000000,false
128,888,10000000000,false
128,816,10000000000,false
128,859,10000000000,false
128,925,10000000000,false
128,808,10000000000,false
128,973,10000000000,false
128,911,10000000000,false
128,971,10000000000,false
128,934,10000000000,false
128,872,10000000000,false
128,876,10000000000,false
128,904,10000000000,false
128,921,10000000000,false
128,1069,10000000000,false
128,934,10000000000,false
128,856,10000000000,false
128,903,10000000000,false
128,823,10000000000,false
128,814,10000000000,false
128,825,10000000000,false
128,846,10000000000,false
128,922,10000000000,false
128,866,10000000000,false
128,811,10000000000,false
128,840,10000000000,false
128,869,10000000000,false
128,880,10000000000,false
128,856,10000000000,false
128,865,10000000000,false
128,1057,10000000000,false
128,843,10000000000,false
128,824,10000000000,false
128,976,10000000000,false
128,815,10000000000,false
128,870,10000000000,false
128,893,10000000000,false
128,1061,10000000000,false
128,946,10000000000,false
128,885,10000000000,false
128,909,10000000000,false
128,916,10000000000,false
128,884,10000000000,false
128,841,10000000000,false
128,831,10000000000,false
128,930,10000000000,false
128,1041,10000000000,false
128,861,10000000000,false
128,833,10000000000,false
128,831,10000000000,false
128,872,10000000000,false
128,932,10000000000,false
128,904,10000000000,false
