parallel,iterations,duration_ns,debug
1,311097,10000000000,false
128,3944,10000000000,false
128,3903,10000000000,false
128,3475,10000000000,false
128,4367,10000000000,false
128,4038,10000000000,false
128,3341,10000000000,false
128,3897,10000000000,false
128,3471,10000000000,false
128,3770,10000000000,false
128,3832,10000000000,false
128,3435,10000000000,false
128,3918,10000000000,false
128,3620,10000000000,false
128,4033,10000000000,false
128,3147,10000000000,false
128,3238,10000000000,false
128,3399,10000000000,false
128,3767,10000000000,false
128,3179,10000000000,false
128,4139,10000000000,false
128,3879,10000000000,false
128,4264,10000000000,false
128,4328,10000000000,false
128,3703,10000000000,false
128,3989,10000000000,false
128,3670,10000000000,false
128,3443,10000000000,false
128,4150,10000000000,false
128,3649,10000000000,false
128,4221,10000000000,false
128,4042,10000000000,false
128,3579,10000000000,false
128,3664,10000000000,false
128,3877,10000000000,false
128,3973,10000000000,false
128,4081,10000000000,false
128,3749,10000000000,false
128,3551,10000000000,false
128,3961,10000000000,false
128,3415,10000000000,false
128,3546,10000000000,false
128,3529,10000000000,false
128,4077,10000000000,false
128,3574,10000000000,false
128,3849,10000000000,false
128,4170,10000000000,false
128,3223,10000000000,false
128,3291,10000000000,false
128,4113,10000000000,false
128,3508,10000000000,false
128,3084,10000000000,false
128,4034,10000000000,false
128,3682,10000000000,false
128,3619,10000000000,false
128,3934,10000000000,false
128,3134,10000000000,false
128,3345,10000000000,false
128,3693,10000000000,false
128,3690,10000000000,false
128,4131,10000000000,false
128,4271,10000000000,false
128,3877,10000000000,false
128,3791,10000000000,false
128,4068,10000000000,false
128,4148,10000000000,false
128,3455,10000000000,false
128,2971,10000000000,false
128,3054,10000000000,false
128,3274,10000000000,false
128,3950,10000000000,false
128,3430,10000000000,false
128,3585,10000000000,false
128,3886,10000000000,false
128,3699,10000000000,false
128,3729,10000000000,false
128,4068,10000000000,false
128,3296,10000000000,false
128,3539,10000000000,false
128,3866,10000000000,false
128,3608,10000000000,false
128,4083,10000000000,false
128,4138,10000000000,false
128,3554,10000000000,false
128,4360,10000000000,false
128,4339,10000000000,false
128,3529,10000000000,false
128,3405,10000000000,false
128,4305,10000000000,false
128,4000,10000000000,false
128,4222,10000000000,false
128,3911,10000000000,false
128,3638,10000000000,false
128,3886,10000000000,false
128,3895,10000000000,false
128,3685,10000000000,false
128,4174,10000000000,false
128,3062,10000000000,false
128,4090,10000000000,false
128,3884,10000000000,false
128,3391,10000000000,false
128,3232,10000000000,false
128,4020,10000000000,false
128,3517,10000000000,false
128,3247,10000000000,false
128,4202,10000000000,false
128,3823,10000000000,false
128,3900,10000000000,false
128,3916,10000000000,false
128,3510,10000000000,false
128,3320,10000000000,false
128,3675,10000000000,false
128,3333,10000000000,false
128,3269,10000000000,false
128,3707,10000000000,false
128,3645,10000000000,false
128,3603,10000000000,false
128,3711,10000000000,false
128,4034,10000000000,false
128,3907,10000000000,false
128,4017,10000000000,false
128,4100,10000000000,false
128,3623,10000000000,false
128,3370,10000000000,false
128,4114,10000000000,false
128,4114,10000000000,false
128,3862,10000000000,false
128,4169,10000000000,false
128,3579,10000000000,false
