parallel,iterations,duration_ns,debug
128,4049,10000000000,false
128,4055,10000000000,false
128,4010,10000000000,false
128,4055,10000000000,false
128,4035,10000000000,false
128,4039,10000000000,false
128,4080,10000000000,false
128,4045,10000000000,false
128,4059,10000000000,false
128,4028,10000000000,false
128,4023,10000000000,false
128,4023,10000000000,false
128,4086,10000000000,false
128,4079,10000000000,false
128,4000,10000000000,false
128,4031,10000000000,false
128,4010,10000000000,false
128,4046,10000000000,false
128,4088,10000000000,false
128,4054,10000000000,false
128,4050,10000000000,false
128,4028,10000000000,false
128,4071,10000000000,false
128,4052,10000000000,false
128,4053,10000000000,false
128,4038,10000000000,false
128,4026,10000000000,false
128,4064,10000000000,false
128,4046,10000000000,false
128,4014,10000000000,false
128,4063,10000000000,false
128,4054,10000000000,false
128,4048,10000000000,false
128,4046,10000000000,false
128,4021,10000000000,false
128,4039,10000000000,false
128,4033,10000000000,false
128,4040,10000000000,false
128,4035,10000000000,false
128,4013,10000000000,false
128,4048,10000000000,false
128,4021,10000000000,false
128,4043,10000000000,false
128,4027,10000000000,false
128,4021,10000000000,false
128,4046,10000000000,false
128,4034,10000000000,false
128,4061,10000000000,false
128,4013,10000000000,false
128,4049,10000000000,false
128,4038,10000000000,false
128,4025,10000000000,false
128,4045,10000000000,false
128,4041,10000000000,false
128,4039,10000000000,false
128,4024,10000000000,false
128,4035,10000000000,false
128,4073,10000000000,false
128,4017,10000000000,false
128,4052,10000000000,false
128,4049,10000000000,false
128,4048,10000000000,false
128,4009,10000000000,false
128,4047,10000000000,false
128,4024,10000000000,false
128,4023,10000000000,false
128,4074,10000000000,false
128,4023,10000000000,false
128,4108,10000000000,false
128,4061,10000000000,false
128,4019,10000000000,false
128,4073,10000000000,false
128,4041,10000000000,false
128,4047,10000000000,false
128,4076,10000000000,false
128,4040,10000000000,false
128,4085,10000000000,false
128,4055,10000000000,false
128,4038,10000000000,false
128,4016,10000000000,false
128,4022,10000000000,false
128,4021,10000000000,false
128,4044,10000000000,false
128,4043,10000000000,false
128,4061,10000000000,false
128,4051,10000000000,false
128,4020,10000000000,false
128,4074,10000000000,false
128,4078,10000000000,false
128,4015,10000000000,false
128,4026,10000000000,false
128,4065,10000000000,false
128,4065,10000000000,false
128,4069,10000000000,false
128,4069,10000000000,false
128,4058,10000000000,false
128,4081,10000000000,false
128,4102,10000000000,false
128,4010,10000000000,false
128,4044,10000000000,false
128,4023,10000000000,false
128,4017,10000000000,false
128,4045,10000000000,false
128,4018,10000000000,false
128,4045,10000000000,false
128,4059,10000000000,false
128,4036,10000000000,false
128,4059,10000000000,false
128,4071,10000000000,false
128,4055,10000000000,false
128,4028,10000000000,false
128,4094,10000000000,false
128,4059,10000000000,false
128,4058,10000000000,false
128,4032,10000000000,false
128,4043,10000000000,false
128,4039,10000000000,false
128,4072,10000000000,false
128,4051,10000000000,false
128,4041,10000000000,false
128,4058,10000000000,false
128,4034,10000000000,false
128,4036,10000000000,false
128,4055,10000000000,false
128,4054,10000000000,false
128,4020,10000000000,false
128,4055,10000000000,false
128,4026,10000000000,false
